cbo,wmc,dit
0,1,1
8,2,5
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
9,2,4
0,1,1
1,1,1
0,1,1
4,2,2
0,2,1
0,1,1
0,1,1
10,32,3
11,2,6
3,19,1
0,1,1
9,16,2
0,1,1
0,4,1
1,1,1
2,1,1
0,1,1
7,2,2
0,1,1
0,1,1
0,3,1
0,1,1
12,43,5
4,1,1
5,1,3
3,8,1
6,14,1
0,1,1
7,2,5
0,1,1
3,1,1
13,33,2
3,1,1
3,1,1
0,3,1
9,2,4
7,2,2
0,2,1
1,5,1
3,2,3
1,5,1
1,5,1
1,5,1
9,13,2
1,1,1
1,1,1
3,2,1
0,1,1
0,1,1
3,1,1
6,25,3
8,49,2
5,11,1
0,1,1
0,1,1
0,1,1
6,8,2
4,6,2
0,1,1
1,4,1
9,2,2
0,1,1
0,1,1
3,1,1
4,4,1
3,1,1
3,1,1
3,1,1
3,1,1
2,1,1
3,1,1
3,1,1
3,1,1
10,21,1
4,1,2
3,1,1
2,1,1
0,1,1
2,8,2
12,7,4
3,1,1
3,1,1
3,5,1
3,1,1
0,1,1
3,1,1
3,5,1
1,1,1
3,1,1
1,1,1
3,1,1
1,1,1
1,1,1
3,1,1
2,2,1
2,1,1
3,1,1
3,2,3
3,1,1
12,20,2
3,1,1
1,2,1
0,2,1
0,2,1
2,1,1
0,2,1
3,1,1
0,2,1
1,1,1
1,2,1
2,1,1
5,2,3
2,1,1
2,1,1
2,4,1
7,27,3
10,11,1
2,1,1
1,3,2
2,1,1
1,1,1
1,1,1
0,5,1
2,1,1
1,1,1
1,1,1
9,2,4
2,1,1
4,1,3
3,1,1
1,1,1
1,1,1
1,3,1
3,1,1
1,1,1
3,1,1
0,2,1
3,1,1
1,1,1
8,10,2
3,1,1
1,1,1
3,1,1
3,1,1
3,1,1
3,1,1
0,2,1
4,2,3
3,1,1
1,1,1
0,7,1
11,3,4
3,1,1
1,1,1
3,1,1
1,1,1
3,1,1
1,1,1
3,1,1
1,1,1
1,1,1
0,1,1
2,1,1
1,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
3,5,1
5,20,2
8,7,1
0,1,1
2,1,1
0,3,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
2,1,1
0,1,1
2,1,1
8,25,2
0,1,1
0,1,1
0,1,1
2,1,1
1,4,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,3,1
1,4,1
0,1,1
0,1,1
14,40,2
1,1,1
0,5,1
1,1,1
1,1,1
0,1,1
0,1,1
1,1,1
3,2,2
1,1,1
0,1,1
1,1,1
10,3,2
0,1,1
6,8,1
2,1,1
3,1,1
0,1,1
4,1,1
0,1,1
1,1,1
1,1,1
0,1,1
4,2,3
3,1,1
2,20,2
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
4,2,1
0,1,1
5,2,1
1,1,1
1,1,1
3,2,1
1,1,1
0,1,1
2,1,1
1,1,1
0,1,1
0,1,1
0,1,1
3,1,1
0,1,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
1,1,1
1,2,2
1,1,1
1,1,1
18,17,1
2,1,1
0,1,1
2,1,1
1,1,1
0,1,1
1,1,1
2,1,1
0,1,1
5,5,4
0,1,1
1,1,1
0,1,1
1,3,1
7,3,5
1,1,1
11,7,2
0,1,1
10,14,2
1,1,1
2,1,1
2,2,2
1,1,1
7,12,2
0,1,1
2,1,1
12,13,2
2,1,1
2,1,1
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
3,5,2
12,22,3
0,1,1
7,2,2
1,1,1
3,2,2
1,1,1
1,1,1
1,1,1
2,1,1
0,1,1
1,1,1
1,1,1
5,8,2
2,1,1
0,1,1
0,1,1
0,1,1
0,2,1
1,1,1
0,1,1
0,2,1
0,1,1
6,8,1
6,3,3
0,1,1
0,1,1
0,1,1
0,1,1
3,8,3
3,1,3
1,2,1
1,2,1
2,1,1
1,2,1
12,19,1
10,6,2
1,2,1
5,19,4
0,1,1
9,29,3
1,5,2
12,12,2
6,4,2
7,18,2
0,1,1
1,2,1
8,14,2
3,2,1
1,2,1
0,1,1
3,1,1
0,1,1
1,1,1
0,1,1
2,1,1
3,1,1
5,2,2
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
0,1,1
1,1,1
0,1,1
3,1,1
15,13,2
4,8,1
0,1,1
8,21,2
18,83,5
4,3,2
0,1,1
9,16,2
2,1,1
4,12,2
0,1,1
0,1,1
2,1,1
5,41,1
0,1,1
0,1,1
2,1,1
2,2,1
1,4,1
0,4,1
9,10,2
0,1,1
3,5,1
15,3,1
0,2,1
0,1,1
0,2,1
0,1,1
5,10,2
5,7,1
1,1,1
0,0,1
0,1,1
0,1,1
0,2,1
5,5,2
0,0,1
0,1,1
0,1,1
4,3,2
0,1,1
7,2,4
4,10,1
1,2,1
1,0,2
21,36,2
1,1,1
0,2,1
0,2,1
0,2,1
1,3,1
0,2,1
4,3,2
0,1,1
0,1,1
0,2,1
0,2,1
0,2,1
0,2,1
0,2,1
3,1,1
10,19,2
2,1,1
0,2,1
0,1,1
0,1,1
3,2,2
5,7,2
5,13,2
7,30,2
0,1,1
0,3,1
0,1,1
0,1,1
13,23,2
2,1,1
1,1,1
0,1,1
6,11,2
1,1,1
3,30,1
1,4,1
5,5,1
11,11,2
3,1,1
3,1,1
3,1,1
3,1,1
4,1,1
0,1,1
5,4,2
0,1,1
0,1,1
2,1,1
2,2,3
2,1,1
2,1,1
0,3,1
0,1,1
1,1,1
0,1,1
2,7,2
7,18,2
0,1,1
1,1,1
2,5,1
1,1,1
2,1,1
0,3,1
0,1,1
0,1,1
0,1,1
0,1,1
4,8,2
6,2,2
12,2,5
1,1,1
1,1,1
4,2,3
0,2,1
1,1,1
3,5,2
1,1,1
1,1,1
1,2,1
1,1,1
9,33,3
1,1,1
1,3,1
30,84,1
0,1,1
2,4,1
0,1,1
0,4,1
1,1,1
1,1,1
1,1,1
2,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
14,64,2
2,1,1
1,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
2,6,2
2,2,1
1,1,1
3,4,1
15,23,2
1,2,1
0,1,1
12,3,8
11,13,2
3,1,1
0,1,1
0,1,1
0,1,1
4,9,1
0,1,1
1,1,1
0,1,1
5,2,2
2,1,1
1,1,1
1,1,1
1,1,1
8,17,2
3,1,1
0,1,1
2,1,1
0,1,1
10,11,1
0,1,1
0,1,1
29,67,2
0,1,1
0,2,1
0,2,1
6,9,1
0,2,1
0,2,1
0,1,1
0,1,1
6,2,3
0,1,1
0,1,1
2,2,1
5,29,2
1,3,1
2,6,1
8,36,2
1,1,1
3,1,1
14,6,4
1,0,2
1,1,1
3,1,1
5,8,2
1,1,1
1,1,1
7,8,2
1,1,1
1,1,1
0,1,1
6,3,2
9,3,2
0,1,1
6,13,2
0,5,1
2,2,2
10,10,2
2,1,1
3,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
20,45,2
4,1,1
0,1,1
1,3,1
15,27,4
6,5,4
2,7,1
9,8,2
3,1,1
0,1,1
0,1,1
0,1,1
3,2,1
12,85,4
4,6,2
3,1,3
1,0,2
8,3,3
6,22,4
4,2,1
0,1,1
2,5,1
0,1,1
0,1,1
11,7,2
2,5,1
4,5,2
0,4,4
18,43,3
1,1,1
4,7,2
1,1,1
17,36,2
10,12,2
3,2,1
6,11,1
10,34,1
1,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
5,10,2
0,1,1
0,1,1
0,1,1
7,2,3
7,2,5
1,1,1
10,12,5
3,2,1
5,12,2
2,1,1
0,3,1
0,1,1
0,1,1
6,34,2
0,1,1
0,3,1
2,2,1
2,1,1
0,1,1
5,5,1
0,1,1
2,2,1
2,1,1
2,1,1
1,1,1
3,8,2
2,1,1
3,1,1
3,1,1
2,1,1
1,1,1
2,1,1
0,2,1
1,1,1
1,1,1
1,1,1
1,1,1
3,2,1
1,1,1
15,112,2
15,4,1
3,1,1
0,2,1
4,10,1
2,1,1
2,1,1
2,1,1
0,3,1
2,1,1
0,2,1
0,1,1
0,1,1
2,1,1
6,9,1
12,4,2
14,24,3
0,1,1
0,1,1
2,2,1
0,2,1
8,12,3
0,1,1
0,1,1
6,16,2
0,2,1
1,1,1
18,28,2
0,1,1
1,1,1
1,1,1
3,4,2
1,1,1
0,2,1
3,2,3
2,1,1
5,2,1
0,1,1
0,3,1
3,1,1
5,4,1
0,3,1
5,5,2
3,1,1
1,1,1
5,4,1
2,7,2
0,0,1
6,5,1
9,16,1
2,1,2
9,27,2
1,1,1
1,1,1
9,2,4
0,1,1
0,1,1
0,1,1
0,1,1
1,4,1
0,1,1
0,1,1
4,11,2
2,1,1
0,1,1
0,1,1
3,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
4,2,2
0,1,1
0,1,1
3,1,1
1,1,1
1,1,1
1,1,1
3,1,1
0,1,1
2,1,1
1,1,1
0,1,1
3,1,1
0,1,1
2,1,1
2,1,1
0,1,1
1,6,1
3,1,1
0,1,1
0,1,1
3,1,1
0,1,1
1,1,1
2,1,1
3,1,1
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,2,1
0,1,1
3,1,1
0,1,1
2,1,1
1,1,1
4,1,1
11,23,2
0,1,1
0,1,1
3,1,1
4,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,2,1
0,3,1
4,1,2
2,1,1
0,1,1
0,2,1
1,2,1
2,1,1
1,1,1
2,2,1
0,1,1
0,1,1
2,2,1
0,1,1
0,1,1
3,1,1
0,1,1
0,3,1
1,1,1
1,1,1
0,1,1
0,2,1
0,2,1
0,2,1
0,1,1
0,4,1
4,1,1
1,0,2
0,1,1
8,7,2
0,4,1
3,1,1
0,1,1
0,2,1
0,4,1
0,2,1
4,2,3
5,4,1
3,4,1
2,8,1
1,1,1
2,4,1
11,97,2
9,16,2
4,2,1
1,1,1
2,1,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
12,26,5
2,3,2
0,1,1
6,7,1
10,20,1
10,2,3
4,5,1
2,1,1
9,11,2
7,2,2
1,1,1
2,3,1
11,22,2
15,4,1
3,1,1
3,1,1
1,1,1
0,3,1
1,1,1
4,1,1
9,14,2
0,3,1
1,1,1
4,1,1
1,3,2
2,1,1
0,1,1
0,6,1
0,1,1
2,2,1
2,1,1
0,1,1
0,2,1
2,2,1
137,217,1
0,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,4,1
0,1,1
0,2,1
2,1,1
11,28,2
2,1,1
0,1,1
8,6,2
0,1,1
0,1,1
1,3,2
0,1,1
0,2,1
0,2,1
0,2,1
0,1,1
3,5,2
0,2,1
3,1,1
0,2,1
0,1,1
0,2,1
3,1,1
1,1,1
2,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
8,39,4
0,1,1
3,8,2
9,2,6
6,26,3
1,3,2
7,2,5
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
1,3,2
1,1,1
54,268,3
2,1,1
5,6,2
3,1,1
0,2,1
4,7,2
0,1,1
0,1,1
0,1,1
2,1,1
3,1,1
3,1,1
3,1,1
0,1,1
1,1,1
2,1,1
2,1,1
1,1,1
1,2,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,0,1
0,1,1
1,1,1
0,1,1
1,1,1
1,1,1
1,1,1
1,1,1
7,14,2
1,1,1
2,1,1
0,1,1
17,8,11
1,1,1
1,1,1
2,1,1
5,2,2
3,1,2
0,1,1
0,1,1
0,2,1
1,1,1
0,3,1
0,1,1
0,1,1
0,3,1
12,19,2
1,2,1
0,1,1
0,1,1
1,1,1
1,1,2
0,1,1
2,1,1
2,1,1
1,1,1
1,1,1
2,1,1
1,1,1
0,4,1
1,1,1
9,2,4
3,4,2
2,1,1
0,2,1
3,8,2
11,6,2
4,1,1
3,1,1
6,4,2
0,1,1
5,1,1
1,1,2
1,1,1
0,1,1
4,1,1
0,1,1
3,2,3
1,1,1
3,1,2
0,2,1
6,5,2
0,1,1
0,1,1
2,1,1
3,1,1
0,1,1
4,1,1
1,4,1
6,5,2
0,1,1
5,18,2
7,2,2
1,1,2
15,124,2
18,43,3
30,71,11
7,12,1
0,4,1
0,1,1
0,1,1
1,1,1
1,2,1
0,1,1
4,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
4,1,1
3,2,1
1,1,1
0,1,1
0,1,1
2,1,1
0,1,1
3,1,3
5,10,1
0,3,1
8,8,1
2,1,1
0,2,1
4,1,1
8,6,4
2,2,1
0,2,1
0,1,1
3,7,1
0,1,1
1,1,1
2,1,1
2,5,2
0,1,1
4,6,1
3,5,2
5,14,3
0,1,1
4,2,3
2,1,1
7,2,1
3,1,3
0,2,1
0,1,1
0,1,1
8,17,2
0,1,1
0,1,3
0,1,1
10,2,3
1,1,1
1,1,1
5,3,2
3,1,1
1,1,1
2,3,3
0,2,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
5,2,1
3,1,1
3,1,3
4,1,1
2,1,1
0,1,1
2,1,1
1,5,1
1,1,1
1,5,1
0,1,1
1,1,1
1,5,1
12,6,2
1,1,1
6,6,1
4,6,2
2,1,1
1,5,1
3,1,1
1,5,1
0,1,1
7,5,1
7,2,4
4,1,1
0,1,1
3,7,1
0,1,1
0,3,1
10,2,6
4,1,1
0,1,1
1,5,1
2,1,1
4,2,1
7,20,1
0,1,1
0,1,1
0,1,1
1,1,1
4,3,1
0,1,1
1,1,1
6,15,1
0,1,1
10,31,4
3,4,2
2,3,1
10,15,2
5,20,3
5,6,2
1,1,1
1,1,1
1,3,1
6,35,9
1,1,1
19,29,1
2,1,1
5,2,1
0,2,1
0,1,1
0,1,1
5,2,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,2,1
0,1,1
2,1,1
8,4,2
0,1,1
2,14,1
6,9,1
10,11,2
3,5,2
0,1,1
0,1,1
0,1,1
3,1,1
3,4,2
3,1,1
1,1,1
3,1,1
3,1,1
4,1,1
7,21,3
8,3,3
17,37,2
2,1,1
2,1,1
3,6,3
1,1,1
2,1,1
1,1,1
3,1,1
1,1,1
2,1,1
1,1,1
2,1,1
1,2,1
2,1,1
2,1,1
1,1,1
0,1,1
0,1,1
6,7,5
0,1,1
9,2,3
3,1,1
0,1,1
0,1,1
3,1,1
2,2,1
0,1,1
2,1,1
2,1,1
8,16,2
2,2,1
3,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,2,1
0,1,1
3,2,3
3,1,1
2,15,1
8,7,2
4,4,1
4,1,3
0,2,1
3,1,1
7,5,1
4,4,2
2,1,1
3,1,1
0,2,1
9,9,2
1,1,1
2,1,1
0,1,1
0,1,1
4,12,4
5,2,1
0,4,1
2,3,2
1,1,1
0,1,1
8,10,2
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
2,1,1
2,2,2
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
3,2,3
0,1,1
6,11,2
1,2,1
5,8,1
3,1,1
0,1,1
9,12,2
0,1,1
0,1,1
0,1,1
5,2,2
2,1,1
1,1,1
7,3,2
0,1,1
1,1,1
2,1,1
2,1,1
2,1,1
0,1,1
4,6,1
2,3,1
0,1,1
2,3,1
4,1,3
4,2,2
2,3,1
2,3,1
0,2,1
3,1,1
1,1,1
3,4,1
15,5,2
2,1,1
3,1,1
3,15,1
5,6,1
7,5,3
6,19,1
3,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,0,1
0,1,1
0,1,1
3,3,2
0,1,1
0,1,1
0,1,1
6,36,2
3,1,1
0,1,1
3,1,1
0,2,1
0,1,1
0,2,1
0,2,1
0,2,1
0,2,1
3,1,1
2,1,1
3,2,1
2,1,1
2,1,1
2,1,1
12,19,2
1,3,1
1,1,1
2,2,1
0,1,1
2,1,1
0,1,1
2,1,1
0,1,1
0,1,1
2,1,1
0,1,1
2,1,1
1,1,1
5,18,1
0,0,1
1,1,1
0,1,1
0,1,1
0,0,1
0,1,1
11,18,2
3,1,1
1,1,1
3,1,1
0,1,1
0,4,1
1,1,1
9,12,2
1,1,1
1,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
1,1,1
1,1,1
1,1,1
2,2,1
7,17,2
1,1,1
1,1,1
1,2,1
0,2,4
11,5,8
0,1,1
0,1,1
2,1,1
2,1,1
2,2,1
0,2,1
7,10,1
3,2,2
0,1,1
2,1,1
0,1,1
0,1,1
2,1,1
3,4,2
0,1,1
0,1,1
0,1,1
0,1,1
11,4,2
1,1,1
0,1,1
4,1,2
10,36,2
1,1,1
0,1,1
1,2,1
0,1,1
7,10,4
0,1,1
3,8,3
0,1,1
0,1,1
0,1,1
9,43,2
1,1,1
0,1,1
2,2,3
2,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,2,1
3,2,3
7,21,2
4,1,3
11,3,3
8,3,2
2,1,1
2,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
5,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
2,1,1
2,1,1
2,1,1
3,2,2
0,1,1
8,3,4
0,1,1
0,1,1
5,9,1
2,6,2
0,1,1
0,1,1
6,2,2
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
2,1,1
2,1,1
2,1,1
0,1,1
3,1,1
2,4,1
3,2,2
12,15,2
1,1,1
2,1,1
1,1,1
6,2,2
6,29,2
2,1,1
2,1,1
0,2,1
1,1,1
11,34,2
7,8,2
6,2,3
3,3,3
0,1,1
0,2,1
1,0,2
0,1,1
0,1,1
0,1,1
8,2,3
6,12,1
0,1,1
1,1,1
0,2,1
4,7,1
0,1,1
0,2,1
0,2,1
15,42,4
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
14,15,2
9,82,1
1,3,1
1,2,1
0,1,1
1,1,1
0,1,1
17,51,7
8,15,2
10,3,2
7,2,2
0,3,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
2,1,1
0,2,1
1,1,1
0,3,1
2,4,1
1,1,1
2,2,1
0,3,1
2,4,1
2,1,1
2,2,1
3,2,2
1,1,1
2,1,1
1,1,1
0,1,1
2,1,1
1,1,1
2,3,1
2,1,1
1,1,1
1,1,1
7,20,1
7,2,2
0,2,1
9,26,3
2,1,1
5,9,2
1,4,1
0,1,1
2,1,1
0,1,1
2,1,1
2,1,1
2,2,1
2,1,1
2,1,1
2,1,1
2,1,1
11,3,2
1,1,1
1,1,1
2,1,1
1,1,1
8,2,4
1,1,1
2,1,1
3,1,1
0,1,1
6,2,2
0,1,1
0,1,1
8,3,2
1,1,1
0,1,1
11,5,3
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
3,1,1
14,4,1
0,1,1
0,1,1
1,4,1
1,4,1
1,2,1
1,1,1
1,2,1
4,1,3
9,10,3
2,20,2
1,1,1
2,1,1
1,2,1
2,1,1
1,1,1
1,1,1
0,1,1
0,1,1
2,1,1
1,1,1
2,1,1
1,3,1
0,1,1
1,3,1
3,13,3
4,30,3
1,3,1
5,7,1
1,3,1
1,3,1
1,3,1
0,2,1
27,106,1
0,2,1
0,1,1
0,2,1
2,1,1
1,1,1
3,1,1
0,2,1
10,53,2
0,2,1
3,1,3
6,3,1
0,2,1
2,1,1
1,1,1
2,1,1
0,1,1
1,1,1
2,1,1
1,1,1
0,1,1
2,1,1
1,1,1
2,1,1
2,1,1
2,1,1
0,2,1
0,2,1
1,1,1
0,2,1
1,1,1
0,2,1
24,89,3
4,7,2
1,1,1
7,6,2
0,2,1
2,1,1
2,1,1
4,2,3
3,1,1
1,1,1
3,2,1
2,1,1
7,2,4
8,25,2
0,1,1
8,2,5
0,1,1
4,7,3
1,2,4
0,1,1
0,1,1
6,2,3
0,1,1
0,1,1
0,1,1
0,3,1
2,1,1
0,1,1
0,1,1
2,1,1
2,1,1
0,1,1
0,1,1
1,1,2
8,9,2
7,8,2
0,1,1
7,9,2
0,1,1
7,11,2
7,3,3
2,1,1
0,2,1
6,21,3
0,2,1
5,1,1
1,1,1
2,1,1
0,2,1
0,1,1
0,1,1
0,2,1
1,1,1
2,1,1
2,1,1
2,2,1
0,1,1
2,1,1
0,1,1
0,2,1
0,2,1
2,1,1
1,1,1
0,1,1
2,1,1
0,1,1
0,1,1
1,1,1
0,1,1
2,1,1
1,1,1
1,1,1
3,1,1
1,1,1
0,1,1
0,1,1
2,1,1
6,2,2
13,10,2
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
17,7,1
7,8,3
0,1,1
0,1,1
0,1,1
6,2,2
5,12,2
0,1,1
0,1,1
0,1,1
8,2,4
0,1,1
1,3,1
0,1,1
13,4,2
0,1,1
0,1,1
0,1,1
10,36,4
2,1,1
1,1,1
1,1,1
10,13,3
2,1,1
7,19,3
1,1,1
2,1,1
1,1,1
2,1,1
8,9,2
72,35,1
8,14,2
0,2,1
14,43,2
7,13,3
0,1,1
0,2,1
0,1,1
1,1,1
11,15,1
4,3,2
8,19,2
11,19,2
19,40,2
5,2,1
10,13,3
5,2,2
3,1,1
3,1,1
2,1,1
2,1,1
2,1,1
3,2,3
2,1,1
0,1,1
0,1,1
2,1,1
2,1,1
0,2,1
0,1,1
2,1,1
4,28,4
6,13,1
2,1,1
3,2,1
3,2,1
1,1,1
1,1,1
10,2,3
1,4,1
1,4,1
0,1,1
1,4,1
1,4,1
3,1,1
1,1,1
0,1,1
5,3,2
0,2,1
0,1,1
0,1,1
0,7,1
0,1,1
0,1,1
0,1,1
34,71,2
4,1,3
6,2,3
0,1,1
5,7,2
0,1,1
0,1,1
12,6,1
1,1,1
1,1,1
1,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,2,1
0,1,1
0,2,1
0,1,1
0,2,1
3,1,1
1,1,1
4,2,1
0,1,1
0,1,1
15,3,8
0,1,1
0,1,1
15,3,6
1,3,1
13,21,3
2,1,1
0,1,1
7,2,3
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,2,1
10,7,2
0,2,1
6,2,2
0,2,1
5,2,2
9,2,3
14,28,2
7,13,3
0,2,1
0,1,1
0,2,1
1,1,1
0,2,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
1,4,1
2,1,1
1,4,1
3,1,1
3,4,3
2,1,1
1,1,1
8,3,2
0,1,1
1,1,1
10,56,3
2,1,1
3,8,2
1,1,1
3,6,1
4,4,1
2,1,1
3,1,1
1,1,1
0,1,1
1,4,1
8,3,3
1,1,1
2,1,1
3,1,1
1,4,1
1,1,1
1,4,1
1,1,1
1,4,1
0,3,1
7,4,2
0,1,1
6,2,3
8,7,2
0,1,1
0,1,1
1,1,1
1,1,1
1,1,1
7,2,4
4,9,3
4,4,1
4,2,1
4,2,3
1,2,1
0,3,1
9,12,2
0,1,1
0,5,1
0,1,1
0,1,1
0,1,1
0,1,1
0,3,1
0,1,1
4,7,3
0,1,1
7,2,4
1,1,1
0,1,1
2,1,1
1,1,1
3,1,1
8,27,1
7,2,3
1,2,1
2,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,3
0,1,1
0,1,1
0,1,1
0,0,1
7,15,4
13,38,3
0,1,1
0,1,1
0,1,1
1,4,1
1,3,1
3,14,2
2,1,1
0,2,1
2,1,1
1,1,1
1,1,1
1,1,1
10,34,4
0,2,1
0,2,1
0,1,1
0,1,1
16,29,4
1,2,1
4,19,2
3,2,2
0,1,1
3,5,1
6,2,4
1,1,1
4,6,2
7,16,1
6,13,1
4,11,2
13,27,2
10,7,2
2,7,2
0,2,1
2,2,1
9,2,4
2,2,1
1,2,1
0,2,1
0,2,1
1,1,1
2,1,1
1,1,1
0,1,1
0,2,1
2,1,1
0,1,1
0,2,1
0,1,1
0,3,1
0,1,1
0,2,1
0,1,1
1,1,1
4,2,1
22,41,2
1,15,1
4,3,2
1,1,1
9,3,1
1,1,1
17,23,2
1,1,1
10,6,2
1,1,1
0,1,1
9,44,3
4,10,2
15,62,2
11,33,2
7,11,1
0,1,1
0,1,1
2,1,1
1,1,1
1,4,1
0,1,1
0,4,1
2,3,1
2,2,1
2,1,1
3,5,1
2,1,1
4,10,2
1,1,1
3,8,1
5,7,1
5,5,2
8,4,2
1,4,1
1,4,1
0,1,1
0,1,1
0,1,1
0,1,1
5,15,1
0,1,1
0,1,1
9,2,5
0,1,1
5,2,1
0,1,1
1,1,1
2,1,1
10,17,2
7,7,2
2,1,1
12,15,2
0,2,1
12,3,6
2,4,1
0,1,1
0,2,1
9,2,3
0,1,1
3,1,1
0,2,1
0,2,1
8,12,2
0,2,1
7,8,2
0,1,1
1,1,1
0,2,1
3,1,1
0,1,1
0,1,1
4,6,2
0,1,1
4,2,2
26,13,1
5,1,1
0,1,1
0,1,1
0,4,1
2,1,1
0,1,1
2,1,1
2,1,1
6,3,2
8,19,2
2,1,1
3,1,1
8,2,4
4,14,2
10,33,2
3,1,1
5,1,1
2,1,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
0,1,1
7,11,2
1,1,1
3,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
9,7,2
3,3,2
0,1,1
3,1,3
0,1,1
3,4,2
0,1,1
3,11,2
0,1,1
1,1,1
2,4,1
4,1,1
1,4,1
1,4,1
0,4,1
5,36,1
1,4,1
1,3,1
8,12,1
0,1,1
1,4,1
5,13,2
2,1,1
5,11,2
2,1,1
2,1,1
2,1,1
3,1,1
0,1,1
0,1,4
8,24,1
0,1,1
0,1,1
0,1,1
0,2,1
0,1,1
2,1,1
0,1,1
12,17,2
2,1,1
0,1,1
2,1,1
0,1,1
15,50,2
3,1,1
0,1,1
0,1,1
0,2,1
7,17,2
8,4,8
7,18,2
0,1,1
2,1,1
3,1,1
3,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,3,1
0,1,1
0,1,1
1,1,1
1,1,1
8,2,2
0,1,1
0,1,1
0,1,1
1,2,1
0,1,1
1,2,1
0,1,1
0,2,1
1,1,1
0,2,1
1,1,1
1,1,1
1,2,1
2,1,1
0,2,1
1,2,1
1,2,1
1,1,1
0,2,1
8,22,2
0,1,1
0,1,1
0,1,1
0,1,1
0,2,1
2,1,1
0,1,1
1,2,1
14,12,4
0,1,1
0,1,1
0,1,1
0,3,1
0,1,1
0,3,1
2,1,1
2,1,1
2,1,1
1,1,1
11,79,2
13,15,2
1,1,1
4,8,1
1,1,1
1,1,1
1,1,1
5,1,1
1,1,1
4,17,2
2,1,1
2,1,1
11,28,2
3,1,1
3,1,1
5,1,1
5,1,1
4,1,1
2,1,1
1,2,1
0,0,1
0,0,1
7,2,4
3,1,1
10,5,2
0,2,1
4,1,1
10,8,2
2,1,1
2,1,1
4,1,1
0,1,1
2,1,1
2,1,1
4,1,1
1,1,1
1,2,1
3,1,1
0,1,1
3,5,2
13,10,2
14,4,1
6,2,4
0,1,1
0,2,1
2,1,1
2,1,1
0,2,1
3,1,1
1,1,1
1,1,1
1,1,1
1,2,1
1,1,1
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,2,1
0,2,1
12,2,5
2,3,1
12,3,7
0,2,1
1,1,1
1,1,1
0,3,1
1,2,1
1,1,1
2,1,1
0,1,1
