cbo,wmc,dit
2,0,1
2,1,1
3,1,1
3,1,1
1,1,1
0,1,1
8,41,1
2,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
2,1,1
3,1,1
3,6,2
3,1,1
2,1,1
1,1,1
5,3,2
1,3,1
5,4,1
5,4,1
5,4,1
0,2,1
1,2,1
0,1,1
1,3,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
4,1,3
0,1,1
0,3,1
1,1,1
0,3,1
0,1,1
0,1,1
1,1,1
0,1,1
11,6,4
5,6,2
5,9,2
3,1,3
2,20,2
2,1,2
5,5,2
3,2,3
2,6,2
2,1,1
0,3,1
1,1,1
3,1,1
1,1,1
1,1,1
12,11,2
7,14,2
0,1,1
0,2,1
11,5,2
0,1,1
0,2,1
0,2,1
4,1,1
0,2,1
5,1,1
1,1,1
2,1,1
2,1,1
0,1,1
1,1,1
0,1,1
5,20,3
5,1,1
2,1,1
5,2,2
7,4,2
0,2,1
4,6,4
2,1,1
7,14,2
3,2,1
0,0,1
6,6,2
7,8,2
0,2,1
0,1,1
0,2,1
0,2,1
0,2,1
1,1,1
4,1,1
11,37,2
1,1,1
50,35,1
9,2,2
0,1,1
8,2,3
1,4,1
1,4,1
1,4,1
0,1,1
0,2,1
3,1,1
10,21,2
1,1,1
1,1,1
0,2,1
0,1,1
0,1,1
7,18,2
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
7,8,2
1,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
15,10,2
1,1,1
0,1,1
6,11,4
0,1,1
0,2,1
1,1,1
0,1,1
0,1,1
2,1,1
6,6,1
0,1,1
7,4,2
2,1,1
0,1,1
14,30,3
0,1,1
3,8,1
0,1,1
0,1,1
5,9,1
0,1,1
8,9,1
3,1,1
0,1,1
0,1,1
3,1,1
2,1,1
3,1,1
0,1,1
1,1,1
1,1,1
0,1,1
1,1,1
1,1,1
22,77,3
11,14,2
1,1,1
3,27,1
0,1,1
2,1,1
1,1,1
2,1,1
2,1,1
9,22,3
2,0,1
2,1,1
20,87,2
0,1,1
1,1,1
2,1,1
1,1,1
2,1,1
0,1,1
1,1,1
1,1,1
2,1,1
3,1,1
2,1,1
3,1,3
3,4,2
7,12,1
0,1,1
1,1,1
1,1,1
0,2,1
0,1,1
7,2,3
0,3,1
3,1,1
0,1,1
0,1,1
0,1,1
0,2,1
8,19,3
1,1,1
0,2,1
8,2,6
1,1,1
22,31,2
0,1,1
2,1,1
0,2,1
0,1,1
2,1,1
0,2,1
0,1,1
0,2,1
6,13,1
2,1,1
0,2,1
4,7,1
0,1,1
0,2,1
1,1,1
0,2,1
1,1,1
0,2,1
0,2,1
14,21,2
8,8,2
22,72,2
2,2,1
0,1,1
1,1,1
1,1,1
0,1,1
1,1,1
0,1,1
4,4,2
15,4,2
9,11,3
8,10,2
1,1,1
6,6,2
4,15,2
0,1,1
3,1,1
0,1,1
1,1,1
4,1,2
0,1,1
0,1,1
3,1,1
8,13,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
4,10,1
0,1,1
0,1,1
14,24,2
2,1,1
0,1,1
8,2,3
2,1,1
0,1,1
1,1,1
2,1,1
0,1,1
1,1,1
3,1,1
2,1,1
1,1,1
2,2,1
2,1,1
2,2,1
1,1,1
11,37,4
2,1,1
1,3,1
6,5,2
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,4,1
1,1,1
2,1,1
1,1,1
0,1,1
2,1,1
4,2,2
2,1,1
0,1,1
0,2,1
2,1,1
0,1,1
4,6,2
0,2,1
0,4,1
0,1,1
0,4,1
0,1,1
0,4,1
0,6,1
0,1,1
13,16,2
5,11,1
2,3,1
3,9,2
12,42,2
1,2,1
3,1,1
3,1,1
3,1,1
3,1,1
2,1,1
10,33,2
3,24,1
3,1,1
3,1,1
14,42,3
3,1,1
1,1,1
3,1,1
3,1,1
6,3,2
1,1,1
0,1,1
5,13,2
0,1,1
13,44,3
0,1,1
0,1,1
0,1,1
4,8,1
0,1,1
0,1,1
1,1,1
0,1,1
7,2,3
0,1,1
2,1,1
1,2,1
1,1,1
2,1,1
1,2,1
2,1,1
1,1,1
1,1,1
2,1,1
0,1,1
1,1,1
0,2,1
0,1,1
12,4,6
0,1,1
0,1,1
8,2,3
0,1,1
1,0,2
12,24,2
2,1,1
2,1,1
9,2,5
2,1,1
11,18,3
14,9,4
4,1,1
0,1,1
3,2,1
0,1,1
0,1,1
0,1,1
2,1,1
1,2,1
1,1,1
0,1,1
1,1,1
1,1,1
1,1,1
1,2,1
1,1,1
30,108,2
0,1,1
0,0,1
0,1,1
0,1,1
0,0,1
1,1,1
0,1,1
0,0,1
3,1,1
2,1,1
1,1,1
2,1,1
0,1,1
0,0,1
1,1,1
2,1,1
0,1,1
2,1,1
1,1,1
3,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
3,1,1
0,1,1
1,1,1
1,1,1
0,1,1
1,1,1
4,1,1
2,1,1
3,1,1
0,1,1
5,7,2
4,1,1
1,1,1
0,1,1
1,1,1
3,1,1
0,2,1
2,1,1
1,1,1
0,2,1
2,1,1
3,8,1
6,5,2
3,1,3
0,1,1
2,1,1
2,1,1
1,2,1
3,15,1
0,1,1
10,8,3
0,2,1
0,2,1
0,2,1
1,1,1
2,1,1
0,1,1
2,1,1
1,1,1
2,4,1
1,1,1
2,1,1
0,1,1
1,1,1
2,1,1
4,13,2
2,1,1
0,5,1
1,1,1
1,1,1
1,1,1
1,3,3
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
2,1,1
0,1,1
2,1,1
1,1,1
1,1,1
1,1,1
3,1,1
2,1,1
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
2,1,1
13,18,4
0,1,1
0,2,1
3,1,1
0,1,1
0,2,1
2,1,1
2,1,1
0,2,1
7,2,2
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
3,1,1
0,2,1
7,16,3
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
3,1,1
1,1,1
2,1,1
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,7,2
2,1,1
1,1,1
3,1,1
1,1,1
0,1,1
1,1,1
3,1,1
0,1,1
1,1,1
4,1,1
2,1,1
4,2,2
6,5,2
1,1,1
0,1,1
0,1,1
1,1,1
8,5,4
13,21,2
1,1,1
0,1,1
4,6,1
1,1,1
2,1,1
1,1,1
2,1,1
1,1,1
4,4,2
1,1,1
1,1,1
0,1,1
3,2,2
0,1,1
1,1,1
6,2,3
1,2,1
2,1,1
1,1,1
1,1,1
1,2,1
2,1,1
1,1,1
1,1,1
1,1,1
7,18,3
9,29,2
1,1,1
1,1,1
1,2,1
8,23,3
0,3,1
1,1,1
2,1,1
1,1,1
2,1,1
3,1,1
0,1,1
9,2,2
11,4,2
0,1,1
4,1,1
0,1,1
10,7,2
1,1,1
1,1,1
4,1,1
8,2,4
0,1,1
2,11,1
3,1,1
2,1,1
5,6,1
1,1,1
0,1,1
3,1,1
3,1,1
1,2,1
5,2,2
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
5,2,1
1,2,1
0,2,1
0,1,4
1,2,1
2,1,1
0,2,1
1,1,1
0,1,1
1,2,1
0,1,1
7,35,3
5,16,2
15,33,2
1,1,1
0,1,1
1,1,1
1,1,1
0,1,1
0,2,1
0,1,1
5,16,3
0,1,1
8,36,2
0,2,1
8,30,2
5,6,1
3,1,1
1,1,1
17,4,8
1,1,1
1,1,1
1,1,1
1,2,1
0,2,1
1,1,1
1,2,1
0,0,1
12,40,2
1,3,1
2,1,1
4,5,2
2,1,1
12,26,2
7,37,3
2,4,1
0,1,1
2,1,1
3,1,1
7,9,1
1,1,1
1,1,1
0,1,1
3,1,1
0,1,1
4,6,1
0,1,1
1,1,1
5,1,1
7,3,4
24,33,2
1,1,1
4,6,2
1,0,2
5,11,2
1,1,1
2,3,2
3,1,3
10,3,4
2,1,3
2,13,1
2,1,1
15,8,5
14,12,4
3,1,1
2,4,1
1,1,1
1,1,1
2,1,1
1,1,1
1,1,1
0,1,1
2,1,1
3,1,1
1,1,1
3,1,1
2,1,1
1,1,1
0,3,1
3,1,1
10,2,5
2,1,1
0,1,1
2,1,1
2,1,1
0,1,1
0,2,1
2,1,1
1,1,1
0,1,1
0,1,1
0,0,1
4,5,1
0,1,1
0,0,1
4,5,1
0,1,1
1,1,1
7,25,3
0,0,1
1,1,1
1,1,1
2,1,1
0,0,1
1,1,1
4,1,2
1,1,1
0,1,1
2,1,1
0,1,1
2,1,1
5,2,1
0,1,1
2,1,1
0,1,1
1,3,1
2,1,1
7,2,4
2,1,1
2,1,1
2,1,1
2,1,1
1,1,1
0,1,1
1,1,1
1,1,1
1,1,1
0,1,1
1,1,1
1,1,1
1,1,1
1,1,1
0,2,1
1,1,1
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
3,1,1
1,1,1
3,1,1
3,9,3
2,1,1
12,22,2
2,1,1
8,3,3
2,1,1
9,23,2
6,10,2
7,11,2
1,1,1
2,1,1
3,1,1
0,1,1
1,1,1
0,1,1
2,1,1
1,1,1
2,1,1
1,1,1
1,1,1
0,1,1
1,1,1
3,1,1
0,1,1
1,1,1
2,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
12,37,4
2,1,1
2,1,1
1,1,1
0,1,1
22,53,3
2,1,1
1,3,1
2,1,1
0,1,1
1,1,1
0,1,1
2,1,1
0,1,1
3,1,3
2,1,1
2,1,1
7,6,1
0,1,1
1,1,1
13,8,1
1,1,1
1,1,1
0,2,1
0,1,1
0,1,1
0,2,1
1,1,1
1,1,1
2,1,1
4,1,2
1,1,1
11,8,3
0,1,1
1,1,1
8,2,5
0,1,1
2,1,1
1,1,1
1,1,1
0,1,1
1,1,1
2,1,1
3,4,1
0,1,1
0,1,1
13,24,2
0,1,1
0,1,1
0,1,1
1,2,1
0,1,1
0,1,1
2,2,1
0,1,1
0,1,1
0,1,1
3,2,1
1,1,1
2,1,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
1,1,1
3,1,1
1,1,1
1,1,1
1,1,1
1,1,1
26,35,2
4,1,1
1,1,1
0,1,1
11,3,1
4,1,1
6,3,2
3,1,1
0,1,1
0,1,1
1,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
3,5,2
0,1,1
2,4,1
2,1,1
6,13,1
9,11,2
2,1,1
2,1,1
1,1,1
0,1,1
2,4,1
3,1,1
1,2,1
1,1,1
0,1,1
2,4,1
0,1,1
1,2,1
0,1,1
0,1,1
8,2,3
0,1,1
2,4,1
1,1,1
1,2,1
3,1,1
1,1,1
2,1,1
1,1,1
3,1,1
2,1,1
3,1,1
2,1,1
2,2,1
5,294,1
2,1,1
2,1,1
1,1,1
1,1,1
1,1,1
2,1,1
1,1,1
2,1,1
1,1,1
0,1,1
0,1,1
2,7,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
2,1,1
2,1,1
9,34,2
0,1,1
2,1,1
0,1,1
3,1,3
1,1,1
0,1,1
1,1,1
0,1,1
2,1,1
2,4,3
1,1,1
5,2,1
7,4,12
2,2,1
0,1,1
11,31,3
0,1,1
2,2,1
16,13,3
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
4,2,2
0,1,1
2,3,1
1,5,1
0,1,1
2,5,1
0,1,1
1,5,1
1,4,1
0,1,1
6,6,2
0,1,1
1,1,1
0,1,1
1,1,1
1,2,1
3,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
4,1,1
3,1,1
0,1,1
0,1,1
2,1,1
3,1,1
3,1,1
0,1,1
2,1,1
0,1,1
2,2,1
1,1,1
0,1,1
2,1,1
0,1,1
2,1,1
2,1,1
0,1,1
2,1,1
2,1,1
6,3,5
4,5,2
8,2,3
0,1,1
0,1,1
0,2,1
0,2,1
4,6,2
0,1,1
0,2,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
2,1,1
1,1,1
2,2,1
2,2,1
1,1,1
1,1,1
14,3,1
2,1,1
0,1,1
2,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
2,1,1
2,1,1
0,1,1
1,1,1
1,1,1
1,1,1
2,1,1
5,8,1
1,1,1
0,2,1
2,1,1
0,1,1
1,1,1
0,2,1
2,1,1
0,2,1
25,43,4
1,1,1
0,2,1
6,7,1
0,2,1
0,1,1
0,1,1
2,1,1
2,1,1
0,1,1
0,1,1
0,1,1
11,20,2
3,1,1
0,1,1
0,2,1
0,1,1
6,2,2
1,1,1
0,1,1
6,1,1
0,1,1
3,1,1
0,1,1
2,1,1
9,7,2
2,1,1
2,1,1
1,2,1
2,1,1
2,1,1
9,2,5
1,1,1
8,3,4
0,4,1
1,1,1
5,5,2
1,4,1
1,1,1
2,2,3
0,1,1
3,1,1
0,1,1
0,2,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,2,1
1,1,1
0,1,1
9,10,2
0,2,1
1,1,1
2,1,1
0,1,1
0,2,1
2,3,1
2,1,1
2,1,1
2,1,1
2,1,1
1,1,1
3,1,1
1,1,1
7,52,3
0,1,1
3,1,1
1,1,1
0,1,1
3,1,1
10,42,3
2,1,1
0,2,1
0,0,1
12,18,2
9,20,3
2,1,1
4,7,2
2,1,1
1,1,1
2,1,1
1,1,1
7,11,3
0,1,1
1,1,1
0,1,1
1,2,1
0,3,1
1,2,1
0,3,1
1,2,1
0,3,1
1,2,1
0,3,1
1,2,1
0,0,1
1,2,1
1,2,1
1,1,1
1,1,1
0,3,1
6,7,2
5,5,2
0,3,1
0,3,1
0,2,1
3,7,2
1,1,1
0,2,1
0,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
17,56,3
1,1,1
1,1,1
3,1,3
1,1,1
0,2,1
0,2,1
0,2,1
0,1,1
0,1,1
1,1,1
2,1,1
2,1,1
0,3,1
1,4,1
2,1,1
0,1,1
0,1,1
3,4,3
2,1,1
2,1,1
4,9,1
1,1,1
2,1,1
1,1,1
2,1,1
3,4,2
3,1,1
7,11,2
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
4,1,1
2,1,1
14,10,2
1,2,1
1,1,1
4,6,1
4,1,1
4,1,1
8,2,5
3,1,1
5,1,1
1,1,1
0,2,1
5,2,2
0,1,1
3,1,1
2,1,1
1,1,1
3,1,1
8,7,2
0,1,1
0,1,1
4,1,1
0,1,1
0,1,1
0,1,1
3,1,1
0,1,1
7,22,1
0,1,1
5,1,1
1,1,1
0,1,1
1,2,1
0,1,1
6,9,2
2,1,1
1,1,1
1,1,1
0,1,1
2,1,1
3,1,2
0,1,1
2,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
3,1,1
5,8,1
0,1,1
6,2,4
1,1,1
1,1,1
2,1,1
2,1,1
2,1,1
1,1,1
0,1,1
1,1,1
1,1,1
1,1,1
7,2,8
0,1,1
2,1,1
1,1,1
5,5,2
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
7,5,2
0,1,1
1,1,1
2,1,1
0,1,1
2,1,1
1,2,1
1,1,1
1,1,1
3,1,1
0,1,1
0,1,1
0,1,1
15,4,1
1,2,2
1,1,1
1,1,1
14,36,2
1,1,1
1,1,1
1,1,1
4,1,1
1,1,1
1,1,1
1,1,1
3,1,1
2,1,1
1,1,1
3,68,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
5,2,3
2,3,1
0,1,1
0,1,1
0,1,1
4,1,1
1,1,1
1,1,1
2,1,1
6,9,1
8,16,1
1,1,2
10,9,2
1,1,1
7,18,2
4,8,1
6,4,3
1,1,1
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
6,2,3
0,1,1
0,1,1
1,1,1
0,2,1
0,1,1
0,2,1
3,4,1
1,1,1
0,2,1
0,1,1
7,13,2
0,1,1
0,2,1
0,1,1
0,1,1
0,1,1
2,1,1
2,1,1
1,1,3
3,4,1
29,86,2
2,3,1
2,1,1
1,1,1
0,1,1
2,1,1
0,1,1
1,1,1
7,2,4
1,1,1
1,1,1
3,1,1
1,1,1
1,1,1
0,1,1
2,1,1
2,1,1
1,1,1
2,1,1
0,1,1
7,2,3
0,1,1
0,1,1
1,1,1
3,1,1
2,1,1
3,6,1
3,1,1
0,4,1
0,1,1
0,4,1
0,1,1
2,2,1
1,4,1
7,13,3
4,1,2
3,8,2
1,1,1
7,2,3
5,6,2
1,2,1
9,20,1
0,3,1
0,3,1
1,3,1
5,6,2
14,25,2
15,66,1
2,2,1
0,1,1
2,2,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,2,1
13,14,2
0,1,1
1,2,1
1,2,1
3,1,1
1,1,1
1,1,1
1,1,1
4,3,1
3,1,3
2,1,1
1,1,1
2,1,1
2,1,1
1,1,1
1,1,1
9,2,4
0,3,1
3,1,1
0,3,1
2,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
3,1,1
0,1,1
12,7,4
13,17,3
1,8,1
2,1,1
0,1,1
0,1,1
5,7,2
0,1,1
0,1,1
9,16,2
8,4,3
0,1,1
0,1,1
0,2,1
8,6,2
9,2,3
5,9,1
3,1,1
13,6,3
7,17,2
2,1,1
6,6,2
10,2,4
2,1,1
1,8,1
2,1,1
0,3,1
0,3,1
3,1,1
0,1,1
2,1,1
0,1,1
2,1,1
0,2,1
0,2,1
3,1,1
3,1,1
13,16,1
2,1,1
2,1,1
2,1,1
3,1,1
0,5,1
0,1,1
3,1,1
3,1,1
1,1,1
0,2,1
3,1,1
0,1,1
1,2,1
13,6,2
0,3,1
3,1,1
3,2,1
2,1,1
1,1,1
0,1,1
0,1,1
2,1,1
2,1,1
18,23,2
0,1,1
3,1,1
0,1,1
2,1,1
1,1,1
2,1,1
12,15,1
6,2,2
12,47,3
15,31,1
3,1,1
0,1,1
3,1,1
0,1,1
3,1,1
3,1,1
8,3,4
0,1,1
1,2,1
0,1,1
5,2,2
0,1,1
2,1,1
8,26,2
1,1,1
8,3,7
1,1,1
1,1,1
1,1,1
2,1,1
5,6,2
3,4,2
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,2,1
1,4,1
0,1,1
0,1,1
2,2,1
2,3,1
2,3,1
0,1,1
10,2,5
0,1,1
0,1,1
1,1,1
2,1,1
2,1,1
2,3,1
2,1,1
1,2,1
2,3,1
2,2,1
2,3,1
0,1,1
0,1,1
2,1,1
2,1,1
3,3,1
8,2,3
13,6,2
4,1,1
3,1,1
4,1,1
1,1,1
1,1,1
1,1,1
0,1,1
4,9,2
8,12,2
7,2,3
16,50,10
3,1,1
12,30,2
3,1,1
1,2,1
1,2,1
0,2,1
1,1,1
0,2,1
0,5,1
0,1,1
7,12,2
1,1,1
10,3,4
1,1,1
1,2,1
2,1,1
2,1,1
1,2,1
0,1,1
0,2,1
0,1,1
1,1,1
6,2,3
4,7,1
0,2,1
7,2,2
0,1,1
0,1,1
0,1,1
2,2,1
2,2,1
3,1,1
3,2,1
0,1,1
0,1,1
0,1,1
0,2,1
4,1,3
0,2,1
11,37,3
9,34,4
6,11,1
4,6,2
2,1,1
2,1,1
0,1,1
5,14,3
2,3,1
6,9,2
1,1,1
2,1,1
0,1,1
3,1,1
3,1,1
0,1,1
6,12,3
0,1,1
2,1,1
2,1,1
0,1,1
10,10,2
0,1,1
1,1,1
13,44,2
6,17,2
3,1,3
2,1,1
3,5,1
6,19,2
0,1,1
3,1,1
1,1,1
1,1,1
0,1,1
3,7,1
1,1,1
1,1,1
1,2,1
1,2,1
1,2,1
1,1,1
1,2,1
2,1,1
1,1,1
1,1,1
12,15,2
2,3,1
1,1,1
0,1,1
1,1,1
1,1,1
7,2,4
0,1,1
2,1,1
2,1,1
3,1,1
1,1,1
1,1,1
0,1,1
1,1,1
1,1,1
0,2,1
1,1,1
2,1,1
0,2,1
1,1,1
1,1,1
1,1,1
13,13,2
2,1,1
1,6,1
1,1,1
2,1,1
3,1,1
9,10,2
4,9,2
0,1,1
2,1,1
2,1,1
1,1,1
1,1,1
1,3,1
1,3,1
2,1,1
1,3,1
0,1,1
2,1,1
1,3,1
2,1,1
0,1,1
1,1,1
7,3,2
7,6,3
6,23,1
1,2,1
1,1,1
1,2,1
2,1,1
2,1,1
3,1,1
1,1,1
2,1,1
0,1,1
0,1,1
2,1,1
1,2,1
0,1,1
2,1,1
1,2,1
8,5,2
0,2,1
3,1,1
3,1,1
1,1,1
5,6,3
0,2,1
0,3,1
10,15,3
8,2,3
9,3,5
0,0,1
2,1,1
4,2,1
0,1,1
0,1,1
2,2,1
7,2,5
0,1,1
0,1,1
2,1,1
2,2,1
2,1,1
0,2,1
0,1,1
5,5,2
2,2,1
0,1,1
2,2,1
0,1,1
1,2,1
1,2,1
11,3,5
2,1,1
3,1,3
2,1,1
2,1,1
3,1,1
0,2,1
2,1,1
3,1,1
8,25,4
11,20,2
2,1,1
5,7,2
2,1,1
2,2,1
2,1,1
2,1,1
2,1,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,0,2
1,1,1
1,1,1
2,1,1
2,1,1
0,1,1
1,1,1
2,15,3
8,15,2
1,1,1
2,1,1
2,1,1
2,1,1
12,7,2
2,1,1
1,1,1
1,1,1
1,1,1
2,2,1
2,1,1
2,2,1
2,1,1
1,1,1
0,1,1
1,3,1
0,1,1
4,5,1
3,1,1
2,1,1
2,1,1
2,2,1
1,1,1
2,1,1
7,15,2
2,3,1
3,1,3
0,1,1
1,4,1
0,1,1
1,1,1
7,5,2
0,1,1
4,3,3
15,32,3
0,1,1
1,8,1
1,1,1
3,14,2
2,1,1
1,1,1
0,1,1
2,1,1
2,1,1
1,1,1
2,1,1
2,1,1
1,1,1
3,3,2
1,1,1
3,2,3
3,5,2
6,2,7
3,2,3
4,2,4
8,7,2
11,37,3
3,6,1
0,1,1
10,3,1
10,45,2
2,5,3
0,2,1
0,1,1
0,1,1
0,2,1
0,3,1
0,1,1
3,1,1
0,4,1
0,1,1
9,5,2
0,1,1
1,1,1
0,1,1
0,1,1
2,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,2,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
5,9,2
1,1,1
1,1,1
0,1,1
0,2,1
0,1,1
4,5,3
1,1,1
2,8,2
1,1,1
1,1,1
6,2,4
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
8,2,4
9,22,1
6,1,2
1,1,1
4,5,2
3,1,1
0,1,1
0,1,1
6,13,1
27,18,3
4,9,1
2,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
3,2,1
0,1,1
2,3,1
10,3,2
9,2,4
8,2,4
7,2,4
9,42,2
5,8,1
4,3,2
5,5,2
9,3,2
0,1,1
9,14,1
8,14,2
1,1,1
3,7,1
8,2,2
10,10,2
0,4,1
9,15,2
1,4,1
13,35,2
10,5,2
1,1,1
3,5,2
9,19,1
2,2,1
4,5,1
0,4,1
10,16,1
0,1,1
10,17,2
17,16,1
1,1,1
0,1,1
0,1,1
1,2,1
0,1,1
0,1,1
6,6,2
5,2,2
4,1,3
0,1,1
0,1,1
5,5,2
0,1,1
13,34,2
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
12,36,3
12,6,2
0,1,1
4,5,2
0,1,1
2,2,1
0,3,1
0,1,1
0,1,1
0,1,1
7,2,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,3,1
0,1,1
0,2,1
2,6,1
0,1,1
0,1,1
73,63,5
6,8,1
12,15,2
0,1,1
0,1,1
6,12,2
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
5,6,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
1,3,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
4,2,1
0,1,1
1,1,1
0,1,1
0,1,1
2,2,1
0,1,1
0,1,1
1,1,1
4,2,1
0,1,1
0,1,1
3,1,1
1,1,1
2,3,2
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
4,9,2
1,1,1
0,4,1
0,1,1
0,3,1
0,1,1
1,1,1
0,1,1
3,3,1
0,1,1
0,1,1
4,4,2
26,13,1
3,2,1
2,1,1
1,1,1
2,1,1
1,1,1
2,1,1
12,17,2
5,2,3
3,7,1
1,4,1
3,1,1
11,5,13
1,1,1
0,3,1
3,1,1
1,1,1
0,3,1
25,44,4
2,1,1
2,1,1
2,2,1
3,1,1
2,1,1
2,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
2,2,1
0,1,1
2,1,1
0,1,1
2,1,1
1,1,1
0,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
2,1,1
3,3,1
2,1,1
2,1,1
0,3,1
1,1,1
1,1,1
0,3,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,2,1
3,1,1
3,1,1
8,2,3
3,1,1
9,17,2
9,9,2
36,99,3
6,13,1
19,41,4
15,4,1
0,1,1
1,1,1
1,3,1
1,3,1
1,1,1
1,1,1
3,6,2
3,4,2
0,2,1
0,2,1
3,8,1
1,1,1
1,1,1
1,1,1
2,1,1
1,1,1
0,2,1
1,1,1
9,3,4
1,1,1
0,2,1
3,1,3
3,7,1
5,6,3
10,16,2
1,1,1
0,1,1
0,1,1
0,1,1
6,3,2
0,1,1
0,1,1
0,1,1
1,1,1
3,1,1
10,6,2
5,30,2
1,1,1
8,21,3
2,1,1
7,18,2
2,13,1
2,1,1
5,2,1
10,14,1
7,12,2
2,2,2
2,1,1
1,1,1
1,1,1
1,1,1
3,2,2
14,4,1
8,12,2
0,1,1
0,3,1
2,1,1
2,5,1
9,3,2
10,8,2
8,2,4
9,8,2
0,2,1
3,1,1
4,3,3
9,42,3
3,1,3
1,0,2
15,4,1
16,6,1
0,1,1
10,8,2
0,1,1
0,1,1
0,1,1
8,2,2
0,1,1
0,1,1
1,1,1
9,31,3
1,1,1
1,1,1
3,1,1
1,1,1
0,1,1
3,1,1
1,1,1
3,1,1
1,1,1
3,7,2
0,3,1
0,3,1
3,1,1
1,1,1
1,2,1
2,1,1
1,1,1
2,1,1
1,1,1
2,1,1
12,11,2
1,1,1
4,11,1
1,1,1
1,1,1
2,1,1
2,2,1
2,1,1
1,1,1
6,2,2
3,2,1
0,1,1
0,1,1
6,3,2
9,16,3
7,21,2
2,2,1
2,4,1
2,2,1
0,1,1
2,4,1
1,3,1
2,2,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
3,5,1
7,5,3
7,6,2
0,1,1
15,7,26
0,1,1
1,1,1
1,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
10,13,2
3,5,1
2,1,1
0,3,1
0,1,1
1,2,1
9,6,4
9,10,2
6,2,5
0,1,1
0,4,1
3,9,1
7,17,2
0,4,1
3,1,1
4,1,1
10,12,2
3,1,1
4,1,1
6,2,3
0,3,1
3,7,1
0,1,1
17,73,2
3,1,1
4,1,1
0,2,1
1,6,1
5,2,2
0,1,1
0,1,1
5,11,1
0,2,1
5,1,2
0,2,1
8,10,2
16,25,2
14,4,1
10,8,2
0,2,1
0,2,1
3,1,1
